lat,lon,data_hora,satelite,estado,bioma,risco_fogo,precipitacao,temperatura,umidade,municipio,ano,mes,dia,trimestre
1.683865977883947,-60.97923946143243,2023-10-23 21:19:51.359135912,NPP-375,AP,Pantanal,0.30007436112595115,18.03164000486451,28.156297574817398,75.38888532692684,Municipio_18,2023,10,23,4
-10.248348356309293,-72.14508299759355,2023-11-22 11:38:19.549954996,AQUA_M-T,RR,Amazônia,0.7065504218843489,3.153497570073374,31.02308415128964,70.94547418798801,Municipio_56,2023,11,22,4
-3.927952248532307,-56.83412175326183,2023-03-21 06:01:02.646264626,NPP-375,PA,Amazônia,0.43762876617953833,3.8147214046770044,29.096440156087052,76.71719252612918,Municipio_49,2023,3,21,1
-11.453195849032848,-47.83593923587753,2023-02-12 23:49:29.216921692,NPP-375,RO,Amazônia,0.17793948434325765,10.274403262994236,30.833501660607553,71.54241652817667,Municipio_66,2023,2,12,1
-9.859515243613941,-64.1457789589353,2023-11-08 09:31:18.307830780,AQUA_M-T,AM,Amazônia,0.40639977058699267,6.7108336173028285,31.227261756217747,64.03386749980909,Municipio_63,2023,11,8,4
-1.601989840651278,-48.09745906160806,2023-07-22 07:04:50.549054904,NPP-375,AC,Amazônia,0.6678442528436401,10.853496279196559,31.753992479377988,86.70750167698075,Municipio_95,2023,7,22,3
3.828002859853445,-72.4882760067327,2023-07-02 19:39:28.676867686,TERRA_M-T,PA,Cerrado,0.48017602083650096,2.2133446214739934,30.714316055254688,81.1711026807422,Municipio_74,2023,7,2,3
-9.546710005159433,-47.31216704478095,2023-11-10 10:26:53.681368136,NPP-375,RO,Amazônia,0.17624553048296773,3.4150118158498897,28.203512031681118,89.66615135815971,Municipio_42,2023,11,10,4
-10.296963580787573,-49.33597412651683,2023-11-08 04:16:46.660666064,NPP-375,MT,Amazônia,0.30836864676919573,25.782164074181306,27.294764455815457,91.95422737623899,Municipio_7,2023,11,8,4
-5.480079253663108,-74.16824025714452,2023-10-03 19:03:19.819981996,AQUA_M-T,MT,Cerrado,0.10045441492724863,7.985214385572929,23.62223081127464,71.90096495952685,Municipio_11,2023,10,3,4
-19.77007370958426,-68.84451499814517,2023-01-08 11:06:21.278127812,NOAA-20,MT,Amazônia,0.5387403204970294,13.566843082224054,28.06358443882923,68.24883606024842,Municipio_59,2023,1,8,1
-9.740079325258462,-74.58054861085905,2023-01-25 12:51:55.031503150,NPP-375,AC,Amazônia,0.43784732042787344,15.250629305704454,26.212511725810753,65.53043337638627,Municipio_87,2023,1,25,1
-1.480503320983189,-55.665659220603494,2023-11-27 08:42:46.336633660,AQUA_M-T,MT,Cerrado,0.08538914540426233,12.04772718448802,27.55559757881221,60.331029719764366,Municipio_32,2023,11,27,4
-13.698252828745712,-56.5139442432811,2023-11-14 21:02:17.173717372,AQUA_M-T,AM,Amazônia,0.4751713847017281,27.529494865498798,31.752788581672636,67.35920348926041,Municipio_91,2023,11,14,4
-12.322806415993782,-48.72198223664026,2023-08-10 02:46:37.479747972,AQUA_M-T,AM,Amazônia,0.3691151783386055,21.02538159385494,30.947861591898356,91.49639650107332,Municipio_93,2023,8,10,3
-17.825824493601672,-57.41196470420196,2023-07-14 02:30:03.780378036,TERRA_M-T,PA,Pantanal,0.2603705659143028,42.0677298717013,26.500485800108496,74.06179507433774,Municipio_27,2023,7,14,3
-9.291204985778844,-56.23509488649888,2023-07-12 20:47:44.446444644,AQUA_M-T,PA,Amazônia,0.16050741184281467,4.108929621375043,30.34888410195971,74.31483737543215,Municipio_3,2023,7,12,3
4.766068429304475,-62.608369561398064,2023-08-21 18:21:25.328532852,AQUA_M-T,RO,Amazônia,0.06494277241204223,5.9813719690095235,31.562935902055585,83.91953445623702,Municipio_55,2023,8,21,3
-15.726377660810355,-58.619797453992376,2023-12-16 13:08:46.012601260,NPP-375,MT,Amazônia,0.19662040951231755,13.03060696236428,26.070588100339073,68.60813072471042,Municipio_58,2023,12,16,4
-19.40289521702143,-50.320396228488924,2023-10-06 02:05:52.115211520,NPP-375,AP,Amazônia,0.14757572508558703,17.106428437318122,30.856700577969825,79.50660408802774,Municipio_18,2023,10,6,4
-14.046333658357593,-59.61790589144324,2023-05-13 12:13:19.279927992,AQUA_M-T,RO,Amazônia,0.020357762649209767,8.848736980409242,27.027973545152953,67.35990974202151,Municipio_23,2023,5,13,2
-9.962642103467793,-73.33084022013892,2023-03-10 20:08:34.131413141,TERRA_M-T,AP,Amazônia,0.2738449253180903,7.135388304350886,30.03771984388821,70.01588503632095,Municipio_21,2023,3,10,1
-17.627051579458257,-55.234958989234855,2023-05-04 19:24:38.667866786,NOAA-20,AM,Cerrado,0.12985970639604497,11.940395072233333,26.545020561439514,68.49153749001846,Municipio_97,2023,5,4,2
-5.8795209278400975,-54.26278766590169,2023-11-22 22:07:22.844284428,AQUA_M-T,TO,Amazônia,0.15366645221572173,15.448224270092524,28.231001400414268,83.29222878441905,Municipio_19,2023,11,22,4
-9.724473118361356,-45.89827919885792,2023-03-26 10:04:51.629162916,AQUA_M-T,AC,Cerrado,0.27781837647241175,8.59919912666786,30.534214839759166,63.369014499168074,Municipio_6,2023,3,26,1
-15.335748527849104,-56.6222157517237,2023-01-05 06:13:17.119711971,NOAA-20,PA,Amazônia,0.2983366529030104,4.11378579235198,30.266597328667117,79.1611664471925,Municipio_8,2023,1,5,1
-19.370164651019266,-53.741387986946066,2023-04-19 07:13:11.719171916,NOAA-20,RR,Cerrado,0.2838851996253211,18.025343675855886,29.630708727362098,71.89900317433644,Municipio_41,2023,4,19,2
-7.485517064229217,-66.69990173462755,2023-06-18 10:33:05.238523852,AQUA_M-T,RR,Amazônia,0.4169559858549376,5.602099739767117,26.59984065301984,84.11278324678361,Municipio_66,2023,6,18,2
-13.969963560011463,-68.53172810753429,2023-03-05 19:34:26.246624662,NOAA-20,MT,Cerrado,0.3351827304758101,11.979520708492451,23.96014261128483,63.336123490682226,Municipio_8,2023,3,5,1
-9.276391664246393,-71.99006840363793,2023-04-28 23:37:14.743474346,NPP-375,MT,Amazônia,0.2787021209664083,12.064170228967956,30.419295464418354,68.97202297864497,Municipio_62,2023,4,28,2
-15.756037544821604,-45.062720346291414,2023-10-21 12:32:28.514851484,NPP-375,PA,Amazônia,0.44044233819555173,1.086495081769943,32.26817887073749,75.04582970036392,Municipio_62,2023,10,21,4
-11.920148366891596,-69.23707064395943,2023-12-10 22:35:53.735373536,AQUA_M-T,MT,Cerrado,0.6414946644259861,10.22426977217361,30.022422296965917,74.41041055854366,Municipio_48,2023,12,10,4
-1.7689937725608011,-60.17057255849821,2023-09-04 23:05:42.394239424,NOAA-20,AM,Amazônia,0.09365730798829718,1.9923565267674725,23.289753920606284,63.86894005594469,Municipio_83,2023,9,4,3
0.2682616307603176,-46.008081243771386,2023-11-12 13:59:44.878487848,AQUA_M-T,MA,Amazônia,0.23086139925850443,9.461238812499253,31.331596510150206,66.18998535726016,Municipio_19,2023,11,12,4
-18.676601610779542,-58.987400382186415,2023-08-27 16:46:05.076507648,TERRA_M-T,MT,Cerrado,0.37008378068350667,24.035473953209085,29.877900316043892,64.22381326362543,Municipio_12,2023,8,27,3
0.5525790150056373,-56.63550535159829,2023-03-18 00:15:33.213321332,NOAA-20,PA,Amazônia,0.23458545753760585,6.802003595619325,25.404164852912732,78.95360835394246,Municipio_47,2023,3,18,1
2.7047398924125687,-71.9267365130204,2023-12-27 19:06:55.841584156,NOAA-20,AM,Amazônia,0.12459937330896184,14.549947382022381,27.500651884611653,62.18915375874866,Municipio_15,2023,12,27,4
-1.6659621316976612,-48.606143775196216,2023-12-14 17:27:42.286228620,TERRA_M-T,TO,Amazônia,0.16621182094310313,13.541236056909076,31.181845024327764,72.47138484170982,Municipio_21,2023,12,14,4
0.04106474578418329,-46.76130148817169,2023-10-15 07:08:26.570657064,NOAA-20,MA,Cerrado,0.4109921798552705,1.868469226944907,32.254819610582324,76.75629136614073,Municipio_92,2023,10,15,4
-6.58974042299924,-45.52530504617815,2023-09-29 04:58:15.229522952,NOAA-20,RO,Amazônia,0.09074443397554942,3.1669913381443378,26.71208208690317,68.88562018618964,Municipio_75,2023,9,29,3
-2.771416075491558,-49.35978389249095,2023-10-06 07:20:23.762376236,NPP-375,RO,Cerrado,0.23668678193003756,16.359383466848698,24.90146984963354,100.0,Municipio_84,2023,10,6,4
-13.389892551758866,-47.87676283627093,2023-12-09 19:30:50.225022500,NOAA-20,PA,Amazônia,0.11820939839916206,11.430441653539694,25.54227908682101,76.09530208895225,Municipio_61,2023,12,9,4
-6.054746856614139,-57.80058766285434,2023-10-26 23:35:39.693969396,NPP-375,RO,Cerrado,0.26938790196353174,16.609298093070834,28.580699433997854,79.20705270894423,Municipio_70,2023,10,26,4
-19.99397813705334,-53.80317557031006,2023-12-27 15:37:14.743474344,NPP-375,MT,Amazônia,0.33125520824213345,4.317409048017446,30.977203817219767,73.73583312371866,Municipio_47,2023,12,27,4
-4.213530185424485,-64.0835881911935,2023-06-08 07:39:58.919891988,TERRA_M-T,RO,Cerrado,0.20671884962189896,6.870090948874434,26.622117654321293,49.752013946080424,Municipio_68,2023,6,8,2
-17.712829065056127,-47.153496130572165,2023-02-10 15:02:06.372637263,TERRA_M-T,MT,Cerrado,0.22201047978127736,7.850644584792028,28.88632253383405,75.84025695767909,Municipio_82,2023,2,10,1
-4.873218664056408,-69.08382308306997,2023-09-19 16:56:18.577857784,NOAA-20,RO,Amazônia,0.12463375124123743,4.758996659239436,20.578734794962713,75.25567159448124,Municipio_41,2023,9,19,3
1.0087044397127016,-72.11772073084931,2023-07-25 04:58:32.511251124,NPP-375,MT,Amazônia,0.3085019587590241,6.659154500672567,26.084550484123834,80.41857633521073,Municipio_79,2023,7,25,3
-5.885147967741963,-62.72771896301713,2023-07-27 13:45:55.355535552,TERRA_M-T,AC,Cerrado,0.3768227689578229,8.922140180062742,26.086974867767108,77.66666451469798,Municipio_11,2023,7,27,3
-6.008991717294553,-45.91420430027979,2023-02-01 11:44:22.466246624,NOAA-20,MT,Amazônia,0.3969217081703249,2.4442245708300363,22.947885863779266,90.18492946816832,Municipio_57,2023,2,1,1
-9.768760655365067,-53.57991874429466,2023-11-11 06:32:34.995499548,NPP-375,RR,Amazônia,0.43328229566537835,17.36062084721347,28.581871333187063,67.47213414043121,Municipio_59,2023,11,11,4
-17.26294084827515,-48.30007552256603,2023-08-04 12:13:45.202520252,AQUA_M-T,AM,Amazônia,0.5458708044960131,1.8945964760141667,28.995854397377315,78.94486259776713,Municipio_15,2023,8,4,3
-6.440335995239032,-56.56699035494714,2023-10-09 08:43:46.822682268,NPP-375,MT,Amazônia,0.2919134902290499,4.338683523058662,30.861793879603315,78.07391705367887,Municipio_37,2023,10,9,4
-15.040686503807468,-53.50418471335786,2023-11-29 18:22:34.455445544,NPP-375,MT,Amazônia,0.35214621386571754,34.60787134446156,29.73562367117837,77.70206935626801,Municipio_27,2023,11,29,4
-3.514418828752092,-69.88069233743684,2023-10-10 15:18:31.431143112,NOAA-20,PA,Amazônia,0.11567217268133816,8.453875231903842,24.545387918913438,54.74248363718971,Municipio_32,2023,10,10,4
-5.394380279207047,-63.07452745376293,2023-11-18 16:46:30.999099908,NOAA-20,MT,Cerrado,0.08194168841385918,16.866832507405604,28.638117364728213,69.84955217823493,Municipio_48,2023,11,18,4
-4.891017007130722,-51.296714631987165,2023-06-08 18:09:02.214221422,TERRA_M-T,AM,Pantanal,0.1538697920008937,7.402538583547512,21.966712861420646,80.04736980313456,Municipio_93,2023,6,8,2
3.2668063890599583,-66.98378169730293,2023-07-22 13:11:47.470747074,TERRA_M-T,PA,Amazônia,0.30257241755605646,3.0775808925683283,30.866883085450272,77.98047870616458,Municipio_49,2023,7,22,3
-13.993874538392403,-49.27340618700261,2023-08-20 14:23:56.543654364,NOAA-20,PA,Amazônia,0.14764622992373191,8.247853200975946,23.45020542357277,69.21247540140118,Municipio_55,2023,8,20,3
-5.7920212230518615,-49.17615330419489,2023-10-13 09:42:32.295229520,AQUA_M-T,MT,Amazônia,0.21737398573971828,11.454772765333868,23.89028831176443,89.68625450658296,Municipio_87,2023,10,13,4
-0.5674462964020428,-66.2247691491281,2023-12-24 05:29:38.937893788,AQUA_M-T,TO,Amazônia,0.03300711593484317,2.057498058804507,29.356587463047838,64.7983454717044,Municipio_12,2023,12,24,4
-15.926639322964258,-50.366684167754514,2023-01-13 20:24:41.908190819,TERRA_M-T,RR,Cerrado,0.06081320131858197,16.2903694233777,28.503780526344638,77.46820586435031,Municipio_30,2023,1,13,1
-16.470023411570377,-45.337187823172144,2023-06-26 10:45:45.634563456,TERRA_M-T,MT,Amazônia,0.17861065374845753,8.978975914771992,26.75105064051022,74.25692167136346,Municipio_15,2023,6,26,2
2.83217368940592,-49.35223030466786,2023-03-27 14:02:20.414041404,TERRA_M-T,AM,Amazônia,0.4296518693537881,16.94920599900968,32.41743011047468,84.17483709039689,Municipio_95,2023,3,27,1
-19.982078532335507,-74.24890991287668,2023-10-11 18:23:34.941494148,NOAA-20,MA,Pantanal,0.058393039203583304,10.486625105209404,24.60515137122691,84.71133084315346,Municipio_94,2023,10,11,4
-7.640729723856047,-74.71574606214911,2023-07-26 19:25:04.590459046,NOAA-20,MT,Amazônia,0.5235281951075932,5.4357772765615735,24.608879998085694,63.36298886170745,Municipio_10,2023,7,26,3
-13.068539591270348,-48.75820484336376,2023-10-08 06:31:08.586858684,TERRA_M-T,PA,Amazônia,0.4910943984874228,3.4791122334293956,25.027219990038073,81.84996603180957,Municipio_20,2023,10,8,4
-3.3268138135329828,-66.82846262210131,2023-07-02 17:54:38.127812780,NOAA-20,MA,Amazônia,0.10081953835167852,22.662373991339166,27.099790302894252,81.54726196838375,Municipio_13,2023,7,2,3
-5.228343315122137,-51.304562745439576,2023-08-17 09:30:52.385238524,AQUA_M-T,RR,Cerrado,0.5176853918793785,19.318984385705992,23.205116765048086,71.95288661445582,Municipio_51,2023,8,17,3
-15.88686569017969,-56.676559317661585,2023-10-11 20:08:25.490549052,TERRA_M-T,AM,Cerrado,0.15666014018425975,16.811528201187276,30.305885822831613,57.1169907233474,Municipio_89,2023,10,11,4
-10.244036260400124,-50.3212521696432,2023-08-15 18:11:55.031503148,AQUA_M-T,PA,Amazônia,0.37592602843640355,5.0900260856744435,30.190358268830824,84.6696703477305,Municipio_37,2023,8,15,3
-12.550569112603906,-70.1961527944608,2023-06-28 06:26:49.360936092,TERRA_M-T,PA,Amazônia,0.36155868885553716,8.44433485569654,28.503911433826143,72.4251609481324,Municipio_89,2023,6,28,2
-7.983799292189776,-62.59449436864203,2023-10-21 08:10:22.142214220,AQUA_M-T,PA,Amazônia,0.036542333456282744,19.21242472996456,23.13639142614788,66.32560788896848,Municipio_14,2023,10,21,4
-12.617737648801418,-51.6268743798406,2023-04-04 09:00:29.162916291,TERRA_M-T,PA,Cerrado,0.34562822275030886,19.607042257830084,23.55680521742066,63.29283940708378,Municipio_69,2023,4,4,2
-5.091337562580602,-67.52940113679688,2023-07-25 11:05:29.432943294,NOAA-20,RO,Amazônia,0.02422234379540172,33.81409166331129,27.840123398334146,73.0986292030798,Municipio_61,2023,7,25,3
-15.159404755113481,-54.64118985035245,2023-09-07 04:23:24.140414040,TERRA_M-T,MT,Cerrado,0.11713965281068561,11.400075088524083,26.889410726329054,56.77698179597383,Municipio_68,2023,9,7,3
1.4650026745624558,-45.505131302657745,2023-07-25 22:26:58.001800180,AQUA_M-T,MT,Cerrado,0.38236872516214426,8.90671095915366,30.39630640818841,96.43246428559252,Municipio_16,2023,7,25,3
-1.4672822912309442,-70.35974090616261,2023-08-21 02:37:50.387038704,AQUA_M-T,AP,Amazônia,0.30155387365497793,3.467834801882963,29.082019743467992,88.54434560890974,Municipio_13,2023,8,21,3
-3.5842231573030965,-68.24824963455984,2023-04-14 18:00:32.403240324,TERRA_M-T,RO,Cerrado,0.33305224774321013,10.008767040538022,23.640134895219298,76.5387751505544,Municipio_22,2023,4,14,2
-10.667267093006176,-73.02473506474036,2023-02-01 16:06:28.838883888,TERRA_M-T,MT,Pantanal,0.2284532962036921,3.3655913430161224,22.935037779233348,85.50039201230514,Municipio_92,2023,2,1,1
-18.595598066314025,-65.43604914748346,2023-04-26 04:20:48.604860486,AQUA_M-T,RR,Amazônia,0.3566352747606429,6.882664597029446,32.42589141596411,65.16555442754682,Municipio_89,2023,4,26,2
1.654403644373378,-55.68396217334621,2023-01-01 06:06:56.921692169,NPP-375,MT,Cerrado,0.36281670776033953,5.272919261339101,30.54601388564995,81.81299417987032,Municipio_17,2023,1,1,1
-10.278712588147089,-70.86643437974709,2023-10-22 22:36:54.221422140,AQUA_M-T,RO,Amazônia,0.4306216669681087,3.549917798594434,26.839372104295375,74.7255735430032,Municipio_72,2023,10,22,4
1.3934314726446573,-45.36052066739217,2023-03-21 02:31:21.548154815,AQUA_M-T,AP,Cerrado,0.5248596198995277,8.299850870377773,33.081606041316064,89.03844334174605,Municipio_1,2023,3,21,1
-6.923364380772018,-56.6846050772352,2023-01-27 16:24:46.228622862,TERRA_M-T,AM,Cerrado,0.24923205427719733,32.7156008290344,25.961047458394447,70.05081265759783,Municipio_92,2023,1,27,1
3.0932848969194033,-68.48299576222696,2023-07-28 13:21:17.767776776,NPP-375,AM,Amazônia,0.09337883935979942,6.0544859500284565,22.179279648607388,77.30188761218857,Municipio_26,2023,7,28,3
-2.5481415380337786,-54.783043864178396,2023-12-19 01:25:49.954995500,NOAA-20,MT,Amazônia,0.3532188012651402,9.933687501971013,32.264978912253696,61.177211251991146,Municipio_91,2023,12,19,4
-17.093157992677984,-62.30481481419736,2023-09-29 04:05:49.954995500,NPP-375,RR,Cerrado,0.20186199014975342,7.780379939022051,26.839814929660307,93.21220194542384,Municipio_91,2023,9,29,3
-19.7428876016077,-62.61023819421337,2023-05-16 01:22:48.496849684,TERRA_M-T,RR,Amazônia,0.12652399997135533,18.134168348180758,24.286942036963733,95.07692615368587,Municipio_40,2023,5,16,2
-18.411041242849407,-60.0892905666838,2023-01-04 00:30:57.785778577,TERRA_M-T,AC,Cerrado,0.06472481405302104,7.503294327256547,22.949839320268417,78.8768826801991,Municipio_71,2023,1,4,1
-0.4882215404961272,-48.40691833933829,2023-08-25 14:05:39.153915392,AQUA_M-T,PA,Amazônia,0.3322373452443829,12.680687893504576,29.944013620575145,75.05023170734135,Municipio_42,2023,8,25,3
0.8541027052110337,-61.28993071869178,2023-07-05 08:48:57.893789378,AQUA_M-T,PA,Amazônia,0.43897477450008987,9.204097061331984,30.38266124444959,72.03393790773917,Municipio_86,2023,7,5,3
-3.75529883089251,-55.909556241988305,2023-05-31 21:26:02.916291628,TERRA_M-T,TO,Cerrado,0.34355131244261533,1.372652191315768,29.33457218965153,70.24053374314924,Municipio_36,2023,5,31,2
1.5182645814085873,-49.59650918493512,2023-01-05 14:57:29.864986498,NOAA-20,PA,Amazônia,0.1427600172931833,16.255960215247566,28.31545379278227,85.1875227175147,Municipio_60,2023,1,5,1
-5.263229922668829,-65.07444585382065,2023-11-13 14:27:32.565256524,TERRA_M-T,PA,Amazônia,0.28699450588312825,28.53631636629915,30.966816888362914,70.75457141273127,Municipio_16,2023,11,13,4
2.2713883745786667,-67.97771388047654,2023-04-28 09:38:30.351035104,AQUA_M-T,RO,Amazônia,0.5260719294292541,8.830320400947446,23.8234958554581,93.28821636887999,Municipio_3,2023,4,28,2
4.414025583072608,-70.77913728417761,2023-06-16 15:44:26.786678668,AQUA_M-T,MT,Amazônia,0.5020832860114672,4.672753996341845,24.583895087393863,72.30705190622037,Municipio_30,2023,6,16,2
-13.841293818942454,-45.02551299664023,2023-08-31 21:14:31.647164716,NPP-375,AM,Cerrado,0.3532400825021082,6.143150953877021,30.512662628386845,83.01431021453404,Municipio_73,2023,8,31,3
-9.7768191060832,-71.76528978444159,2023-10-02 21:12:47.956795680,TERRA_M-T,RR,Cerrado,0.4141134171073958,6.462831320217079,30.537997311316836,72.9918481582253,Municipio_21,2023,10,2,4
-12.702220662554819,-48.67363372321581,2023-06-30 15:14:12.205220522,NPP-375,MT,Amazônia,0.6267049815997843,10.325783228788266,30.00705297359282,72.06728615117785,Municipio_83,2023,6,30,2
-8.139127146320648,-63.29885167037085,2023-07-20 00:02:18.253825382,AQUA_M-T,AC,Amazônia,0.06894810251545298,9.982920670574385,27.06878080403926,67.35887028144128,Municipio_22,2023,7,20,3
-6.455992001474616,-62.85008883369157,2023-09-19 22:10:50.225022500,NOAA-20,PA,Cerrado,0.07406010068171871,6.778358211917286,24.469089600068553,76.04927767996658,Municipio_35,2023,9,19,3
3.4213357522753824,-61.552834603338106,2023-10-11 19:16:00.216021600,AQUA_M-T,AM,Pantanal,0.0755965120205937,3.7594127593658038,25.86556143201221,94.90833005141386,Municipio_47,2023,10,11,4
-10.692322535673805,-63.354569968629626,2023-08-13 08:32:06.912691268,NOAA-20,PA,Cerrado,0.3792310942069858,2.2444298631435133,26.295046397114604,64.05592385306137,Municipio_30,2023,8,13,3
-12.1056712187626,-45.72319986312304,2023-06-04 04:03:57.623762376,TERRA_M-T,MT,Cerrado,0.06158381032181962,8.8833182035088,33.900357212737894,58.01522136857644,Municipio_66,2023,6,4,2
-6.557696785225712,-45.6803908466107,2023-09-14 05:00:42.124212420,AQUA_M-T,PA,Amazônia,0.46026605382444347,8.606144537760702,23.13345408132784,76.40560910901577,Municipio_95,2023,9,14,3
-11.902611185490521,-59.6651821187605,2023-11-07 16:55:18.091809180,AQUA_M-T,MA,Cerrado,0.2846938829256976,17.895799202475324,32.62065408081889,69.7133661077318,Municipio_52,2023,11,7,4
2.8774613622507488,-54.386324389205825,2023-07-19 19:40:11.881188118,TERRA_M-T,MT,Amazônia,0.08476248057947662,2.80190276514311,25.619886454978797,84.83949899240226,Municipio_86,2023,7,19,3
-9.055568202760776,-62.834243356261695,2023-12-17 20:35:55.895589556,NOAA-20,MT,Cerrado,0.1399477023247722,16.868590881590233,34.79671013986565,70.80982933527659,Municipio_87,2023,12,17,4
-14.330684367008857,-72.73065958027951,2023-06-08 20:46:18.037803780,AQUA_M-T,MT,Amazônia,0.4639836181933982,9.671976402776565,29.8193428948137,71.51369517610347,Municipio_53,2023,6,8,2
-11.794172358041514,-74.35833459974761,2023-05-11 12:10:09.180918092,TERRA_M-T,AM,Pantanal,0.06393585283251685,7.795867391344704,30.932900001596973,68.87759234608892,Municipio_92,2023,5,11,2
3.46324458682826,-64.25744094319866,2023-05-24 01:35:28.892889288,NPP-375,MT,Cerrado,0.14883277602496217,12.228888897447352,31.278082823762233,59.301751542848756,Municipio_88,2023,5,24,2
-5.379304717355229,-47.0264873675807,2023-06-14 02:34:57.569756974,NOAA-20,TO,Amazônia,0.07714939331725297,18.38349494513139,34.54872826253391,95.13877237188261,Municipio_51,2023,6,14,2
3.6891281581010738,-66.91684527755726,2023-08-22 22:18:54.113411340,AQUA_M-T,RR,Cerrado,0.3008149359342088,16.116483956626535,26.905031379125298,78.40096869598925,Municipio_93,2023,8,22,3
1.6979573630005547,-60.74121070303475,2023-02-22 00:29:57.299729973,NOAA-20,AM,Cerrado,0.5046272750382182,14.891969956402718,25.22912661828214,74.6185735310696,Municipio_62,2023,2,22,1
1.469106983736804,-56.157495702856934,2023-04-27 17:02:30.135013500,AQUA_M-T,PA,Pantanal,0.5175191478720683,4.362500318538953,28.18877129359257,77.28435382656735,Municipio_45,2023,4,27,2
-0.48096034828900613,-54.31306766844105,2023-03-04 07:45:09.990999100,NOAA-20,AM,Amazônia,0.10161339108503595,9.46946014954006,28.997972367287357,62.24690092912464,Municipio_72,2023,3,4,1
-16.83839386491072,-54.43780130879037,2023-09-11 13:13:57.083708368,NPP-375,AM,Cerrado,0.27131685569080644,19.819446873840405,28.983915360381886,69.52512796000089,Municipio_31,2023,9,11,3
-1.83845712217488,-58.18860419589695,2023-03-10 17:31:18.307830783,NPP-375,AM,Cerrado,0.532594929249909,13.118800713161052,30.902398459332957,83.73448067436064,Municipio_71,2023,3,10,1
-11.019165765005857,-68.16597732861432,2023-02-20 03:56:28.298829883,NOAA-20,TO,Amazônia,0.38232734007448743,4.714864342376183,29.815887505110005,82.40890836752489,Municipio_5,2023,2,20,1
-7.895387541935079,-47.86608724343014,2023-09-15 20:19:39.477947792,TERRA_M-T,PA,Cerrado,0.2482508460309262,12.663089972424732,25.81954912335981,79.60156748091512,Municipio_97,2023,9,15,3
-13.863638436526738,-74.5611438238479,2023-08-04 15:43:26.300630064,NPP-375,AC,Amazônia,0.36825606098182,2.5410685857459474,26.347229609756095,87.94848937822033,Municipio_46,2023,8,4,3
-2.095886545559722,-64.74403884189918,2023-11-28 09:10:34.023402340,TERRA_M-T,RR,Amazônia,0.19749523625491816,1.2177839321010913,25.469270453596877,81.51555873858514,Municipio_43,2023,11,28,4
-10.45049886342635,-55.159504797508106,2023-11-04 20:46:26.678667864,NOAA-20,RR,Amazônia,0.06949050665837332,21.724324011208008,23.38769968735014,77.49679802652486,Municipio_68,2023,11,4,4
1.5872862615704584,-73.53264524164538,2023-10-16 13:43:11.179117912,TERRA_M-T,MT,Amazônia,0.4317525180560073,2.821920280158956,27.596744233594755,73.02447171064408,Municipio_92,2023,10,16,4
-15.82624552413827,-49.48643179913224,2023-09-07 00:53:43.042304228,NPP-375,RO,Amazônia,0.22414782857683113,24.442258909899877,27.025184632675344,88.22623687774431,Municipio_22,2023,9,7,3
